Z	charge	l	mult	delta	grade	source	B	witness	bound
67	40	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	40	0	5	0.37884	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	40	1	5	0.26241	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	40	2	5	0.18176	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	40	3	5	0.25161	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	40	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	40	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	40	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	40	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	0	4	0.36704	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	41	1	4	0.25365	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	41	2	4	0.17529	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	41	3	4	0.24233	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	41	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	41	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	0	6	0.36704	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	41	1	6	0.25365	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	41	2	6	0.17529	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	41	3	6	0.24233	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	41	4	6	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	41	5	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	6	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	41	7	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	0	5	0.35556	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	42	1	5	0.24514	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	42	2	5	0.16902	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	42	3	5	0.2333	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	42	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	42	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	0	7	0.35556	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	42	1	7	0.24514	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	42	2	7	0.16902	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	42	3	7	0.2333	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	42	4	7	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	42	5	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	6	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	42	7	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	0	4	0.34439	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	43	1	4	0.23686	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	43	2	4	0.16291	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	43	3	4	0.22451	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	43	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	43	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	0	6	0.34439	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	43	1	6	0.23686	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	43	2	6	0.16291	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	43	3	6	0.22451	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	43	4	6	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	43	5	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	6	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	43	7	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	0	3	0.33349	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	44	1	3	0.22878	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	44	2	3	0.15695	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	44	3	3	0.21593	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	44	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	44	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	0	5	0.33349	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	44	1	5	0.22878	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	44	2	5	0.15695	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	44	3	5	0.21593	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	44	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	44	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	44	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	0	2	0.32285	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	45	1	2	0.22089	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	45	2	2	0.15114	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	45	3	2	0.20754	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	45	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	45	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	0	4	0.32285	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
67	45	1	4	0.22089	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
67	45	2	4	0.15114	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
67	45	3	4	0.20754	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	45	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
67	45	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	45	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	0	1	0.31243	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	1	1	0.21318	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	2	1	0.14545	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	3	1	0.19931	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	0	3	0.31243	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	1	3	0.21318	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	2	3	0.14545	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	3	3	0.19931	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	46	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	46	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	47	0	2	0.30222	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	47	1	2	0.20561	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	47	2	2	0.19125	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	47	3	2	0.19125	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	47	4	2	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	47	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	47	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	47	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	0	1	0.29218	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	1	1	0.19818	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	2	1	0.18332	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	3	1	0.18332	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	0	3	0.29218	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	1	3	0.19818	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	2	3	0.18332	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	3	3	0.18332	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	48	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	48	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	49	0	2	0.23998	computed	the channel equation	3	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	49	1	2	0.19087	computed	the channel equation	2	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	49	2	2	0.1755	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	49	3	2	0.1755	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	49	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	49	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	49	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	49	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	0	1	0.23137	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	1	1	0.18366	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	2	1	0.16779	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	3	1	0.16779	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	0	3	0.23137	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	1	3	0.18366	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	2	3	0.16779	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	3	3	0.16779	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	50	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	50	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	0	2	0.22286	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	51	1	2	0.17653	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	51	2	2	0.16015	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	3	2	0.16015	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	0	4	0.22286	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	51	1	4	0.17653	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	51	2	4	0.16015	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	3	4	0.16015	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	51	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	51	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	0	3	0.21443	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	52	1	3	0.16948	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	52	2	3	0.15257	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	3	3	0.15257	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	0	5	0.21443	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	52	1	5	0.16948	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	52	2	5	0.15257	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	3	5	0.15257	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	52	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	52	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	0	2	0.20605	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	53	1	2	0.16247	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	53	2	2	0.14503	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	3	2	0.14503	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	0	4	0.20605	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
67	53	1	4	0.16247	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	53	2	4	0.14503	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	3	4	0.14503	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	53	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	53	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	0	1	0.19769	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	1	1	0.15549	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	2	1	0.1375	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	3	1	0.1375	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	0	3	0.19769	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	1	3	0.15549	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	2	3	0.1375	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	3	3	0.1375	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	54	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	54	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	55	0	2	0.18934	computed	the channel equation	3	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	55	1	2	0.09807	computed	the channel equation	1	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	55	2	2	0.12995	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	55	3	2	0.12995	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	55	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	55	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	55	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	55	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	0	1	0.18096	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	1	1	0.09299	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	2	1	0.12237	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	3	1	0.12237	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	0	3	0.18096	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	1	3	0.09299	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	2	3	0.12237	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	3	3	0.12237	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	56	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	56	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	57	0	2	0.1345	computed	the channel equation	2	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	57	1	2	0.08789	computed	the channel equation	1	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	57	2	2	0.1147	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	57	3	2	0.1147	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	57	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
67	57	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	57	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	57	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	0	1	0.12739	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	1	1	0.08274	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	2	1	0.10691	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	3	1	0.10691	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	0	3	0.12739	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	1	3	0.08274	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	2	3	0.10691	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	3	3	0.10691	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
67	58	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	58	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	0	2	0.12015	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	59	1	2	0.07753	computed	the channel equation	1	unwitnessed	open-shell core, 3 parents
67	59	2	2	0.09894	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	3	2	0.09894	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	0	4	0.12015	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	59	1	4	0.07753	computed	the channel equation	1	unwitnessed	open-shell core, 3 parents
67	59	2	4	0.09894	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	3	4	0.09894	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	59	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	59	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	60	0	3	0.11274	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	60	1	3	0.07222	computed	the channel equation	1	unwitnessed	open-shell core, 3 parents
67	60	2	3	0.09072	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	60	3	3	0.09072	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	60	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	60	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	60	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	60	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
67	60	0	5	0.11274	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
67	60	1	5	0.07222	computed	the channel equation	1	unwitnessed	open-shell core, 3 parents
67	60	2	5	0.09072	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	60	3	5	0.09072	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
67	60	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
