id	verdict	reason
451	defect	C13 handle leak at mc L3427, `P.jsplit` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
452	defect	C13 handle leak at mc L3428, `Q.delta` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
453	defect	C13 handle leak at mc L3428, `Q.final` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
454	defect	C13 handle leak at mc L3428, `Q.pen` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
455	defect	C13 handle leak at mc L3429, `Q.pen` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
456	defect	C13 handle leak at mc L3429, `S.ritz` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
457	defect	C13 handle leak at mc L3431, `E.layout` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
458	defect	C13 handle leak at mc L3431, `E.table` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
459	defect	C13 handle leak at mc L3431, `Q.bound` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
460	defect	C13 handle leak at mc L3431, `Q.final` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
461	defect	C13 handle leak at mc L3431, `S.ground` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
462	defect	C13 handle leak at mc L3432, `EM.spin` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
463	defect	C13 handle leak at mc L3432, `T.dens` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
464	defect	C13 handle leak at mc L3432, `T.excl` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
465	defect	C13 handle leak at mc L3433, `3B.shape` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
466	defect	C13 handle leak at mc L3434, `Q.alpha` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
467	defect	C13 handle leak at mc L3435, `B.brk` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
468	defect	C13 handle leak at mc L3435, `B.ordbr` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
469	defect	C13 handle leak at mc L3435, `B.ordk` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
470	defect	C13 handle leak at mc L3435, `B.pole` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
471	defect	C13 handle leak at mc L3436, `EM.map` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
472	defect	C13 handle leak at mc L3436, `S.parent` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
473	defect	C13 handle leak at mc L3436, `T.real` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
474	defect	C13 handle leak at mc L3436, `T.scheme` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
475	defect	C13 handle leak at mc L3436, `T.tower` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
476	defect	C13 handle leak at mc L3438, `L.real` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
477	defect	C13 handle leak at mc L3438, `S.ground` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
478	defect	C13 handle leak at mc L3439, `A.logic` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
479	defect	C13 handle leak at mc L3440, `M.semi` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
480	defect	C13 handle leak at mc L3441, `A.define` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
481	defect	C13 handle leak at mc L3441, `A.erel` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
482	defect	C13 handle leak at mc L3441, `I.convex` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
483	defect	C13 handle leak at mc L3441, `K.arrow` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
484	defect	C13 handle leak at mc L3441, `L.alpha` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
485	defect	C13 handle leak at mc L3441, `L.arith` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
486	defect	C13 handle leak at mc L3441, `L.birk` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
487	defect	C13 handle leak at mc L3441, `L.bits` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
488	defect	C13 handle leak at mc L3441, `L.dist` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
489	defect	C13 handle leak at mc L3441, `L.omega` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
490	defect	C13 handle leak at mc L3441, `L.step` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
491	defect	C13 handle leak at mc L3441, `S.box` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
492	defect	C13 handle leak at mc L3441, `S.seed` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
493	defect	C13 handle leak at mc L3442, `L.bits` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
494	defect	C13 handle leak at mc L3443, `S.bits` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
495	defect	C13 handle leak at mc L3443, `W.onehot` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
496	defect	C13 handle leak at mc L3444, `P.trunc` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
497	defect	C13 handle leak at mc L3445, `A.erel` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
498	defect	C13 handle leak at mc L3445, `A.morph` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
499	defect	C13 handle leak at mc L3445, `A.prod` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
500	defect	C13 handle leak at mc L3445, `I.convex` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
501	defect	C13 handle leak at mc L3445, `I.shape` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
502	defect	C13 handle leak at mc L3445, `L.arith` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
503	defect	C13 handle leak at mc L3445, `L.closed` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
504	defect	C13 handle leak at mc L3445, `L.total` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
505	defect	C13 handle leak at mc L3446, `G.stat` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
506	defect	C13 handle leak at mc L3447, `A.erel` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
507	defect	C13 handle leak at mc L3447, `K.axis` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
508	defect	C13 handle leak at mc L3447, `L.dim` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
509	defect	C13 handle leak at mc L3449, `T.dens` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
510	defect	C13 handle leak at mc L3449, `T.dich` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
511	defect	C13 handle leak at mc L3449, `T.scheme` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
512	defect	C13 handle leak at mc L3449, `T.tower` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
513	defect	C13 handle leak at mc L3450, `A.clos` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
514	defect	C13 handle leak at mc L3450, `F.moore` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
515	defect	C13 handle leak at mc L3450, `F.open` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
516	defect	C13 handle leak at mc L3451, `S.parent` in the bibliography table's `objects` column. One class at one site, closed on all 286 rows together: the column prints 265 handles, the compendium states none of them as an object's own name anywhere outside the table (six appear only as references inside other entries), 122 resolve only in another volume and 137 resolve nowhere; the handle-to-object map is mathreg.py's, which is not a member (docket 38, with docket 28 / ruling 46 and precedent 1546). Measured by r2-bib.py §2; carried open from 28a2 and closed here. Recorded, not repaired
