id	verdict	reason
1364	not a defect	Read word by word at reg L5293. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...en to thirty-three over the same 106 steps. The count was never the thing to predict. The values are invariant, and...
1365	not a defect	Read word by word at reg L5301. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...s at each element, and 106 of 106 are non-empty: there is always some a for which the observed choice is the minimum...
1366	not a defect	Read word by word at reg L5305. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...on both counts, and per-block ascent moves too often — it never violates a corridor but it re-places a at openings ...
1367	not a defect	Read word by word at reg L5333. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ather than the notional outside. The bracket construction never records the source — it asks only which subshell wa...
1368	not a defect	Read word by word at reg L5369. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nth. They are at different depths of one descent and were never candidates for the same cell. Tested: adding the to...
1369	not a defect	Read word by word at reg L5373. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ....** *Register 1393 narrowed the refutation: the field has never claimed a universal beta and alpha, and fits kappa ...
1370	not a defect	Read word by word at reg L5397. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...um opening name the same value from two sides — they were never in conflict.**...
1371	not a defect	Read word by word at reg L5421. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nything rebuilt from a register is labelled REWRITTEN and never restored — PROVENANCE.md holds the classification f...
1372	not a defect	Read word by word at reg L5429. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...in Madelung, which takes no free parameter at all and was always honest, scores 96. So out of sample the corridor la...
1373	not a defect	Read word by word at reg L5457. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...id that when the golden ratio turns up unexpectedly it is always worth explaining. It is, and the explanation simpli...
1374	not a defect	Read word by word at reg L5457. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...gs fell out of chasing it. The general a_cross formula is never needed on the pairs that matter, since Madelung's g...
1375	not a defect	Read word by word at reg L5485. The flagged "without exception" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ..., 0.805, 1.525, 2.178, 3.368, 4.363; p, d and f likewise, without exception.** *But δ is NOT constant within a cell: the scatte...
1376	not a defect	Read word by word at reg L5489. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...eleted.** *The move is cheap because the two objects were never one: five register entries state or use the ν form ...
1377	not a defect	Read word by word at reg L5489. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...eleted.** *The move is cheap because the two objects were never one: five register entries state or use the ν form ...
1378	not a defect	Read word by word at reg L5501. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...system is infeasible in the plainest possible way and was always known to be. What was wrong was my sentence, not th...
1379	not a defect	Read word by word at reg L5529. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...LUDES it, so a must move — while the running intersection never empties, which is exactly why 1401's condition miss...
1380	not a defect	Read word by word at reg L5533. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...or cited-and-unverified objects — found a route the check never examines.* **Faulkner & Speranza (arXiv 2405.00847)...
1381	not a defect	Read word by word at reg L5545. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...le the one thing Wall's route needs, and the register had never asked.** *The product topology is a lead and a trap...
1382	not a defect	Read word by word at reg L5565. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...on it did not state, while the condition it did state was never the hard one.** *M.C2's statement is now completed ...
1383	not a defect	Read word by word at reg L5569. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ter 1481's append was inside the same failed chain, so it never landed — it is written here, one entry later than i...
1384	not a defect	Read word by word at reg L5577. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... the affine parameter' — which IS a(y), named in 2026 and never counted.* **And the sudoku reading now has its obje...
1385	not a defect	Read word by word at reg L5577. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... the affine parameter' — which IS a(y), named in 2026 and never counted.* **And the sudoku reading now has its obje...
1386	not a defect	Read word by word at reg L5605. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...matter.** *And the link to this session is direct and was never written. Graham & Olum 2007, reached through M.C2's...
1387	not a defect	Read word by word at reg L5637. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ..., b] = 0.' B∞ is the algebra at infinity — the modes that never cross the horizon — so wherever those exist THE ANE...
1388	not a defect	Read word by word at reg L5661. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...changed and b DROPS OUT ENTIRELY. The translation freedom never enters the object M.C2 is built from; it only moves...
1389	not a defect	Read word by word at reg L5661. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...changed and b DROPS OUT ENTIRELY. The translation freedom never enters the object M.C2 is built from; it only moves...
1390	not a defect	Read word by word at reg L5697. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ct throughout, against register 489's warning that ℛ 'was never the right operator there'. Both are correct: ℛ is w...
1391	not a defect	Read word by word at reg L5766. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...t as asking whether the five lines OPEN CELLS the K shell never reached, and built a six-line K reconstruction to c...
1392	not a defect	Read word by word at reg L5770. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... space searched and the R² beside it describes a fit that never converged. The two L1N lines fail outright at R² 0....
1393	not a defect	Read word by word at reg L5774. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...as real for a DIFFERENT PAPER, and D3's actual target has never been addressed. The AME2020, ASD and arXiv rows sta...
1394	not a defect	Read word by word at reg L5822. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ise from 0.1461 at 3d to 0.2033 at 4d — not constant, and never meant to equal the textbook 0.277.** *Fitting Rydbe...
1395	not a defect	Read word by word at reg L5822. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ise from 0.1461 at 3d to 0.2033 at 4d — not constant, and never meant to equal the textbook 0.277.** *Fitting Rydbe...
1396	not a defect	Read word by word at reg L5846. The flagged "in every case" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... 0.320. The ground-state value EXCEEDS the asymptotic one in every case.** *And the gap FALLS TOWARD ZERO AS z RISES. On th...
1397	not a defect	Read word by word at reg L5858. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... in quantity, so the possibility that the measurement was never made is live and must be settled before A1 is treat...
1398	not a defect	Read word by word at reg L5886. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e radius. For berkelium and californium, whose radii have never been measured, the theoretical isotope shift ALREAD...
1399	not a defect	Read word by word at reg L5902. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... CONDITION that fires when a novelty claim is made. It is never done and never overdue; putting it in a queue impli...
1400	not a defect	Read word by word at reg L5902. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... CONDITION that fires when a novelty claim is made. It is never done and never overdue; putting it in a queue impli...
1401	not a defect	Read word by word at reg L5910. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... 0.05 in THIRTY-TWO: a validation against a source it was never fitted to, and a located failure in the other ten.*...
1402	not a defect	Read word by word at reg L5926. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...to know which obstacles will be overcome, which the index never had standing to make.* **THE HEADLINE IS NOW HONEST...
1403	not a defect	Read word by word at reg L5930. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...es to 0.05 in 32 of 42 overlapping cells, a source it was never fitted to, and is wrong at calcium I's p channel by...
1404	not a defect	Read word by word at reg L5938. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...th R 1578), the Pauli bound B which has been a column and never an axis, and the electron count. Measured as within...
1405	not a defect	Read word by word at reg L5938. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...th R 1578), the Pauli bound B which has been a column and never an axis, and the electron count. Measured as within...
1406	not a defect	Read word by word at reg L5942. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...y, so the closure test cannot decide the question and has never been able to.**...
1407	not a defect	Read word by word at reg L5946. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...E because observation only accumulates — a witnessed cell never becomes unwitnessed. The trajectory measured across...
1408	not a defect	Read word by word at reg L5970. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... *And an independent check exists in a quantity the index never uses. The K–Kr ionisation ladder carries a QUALITY ...
1409	not a defect	Read word by word at reg L5974. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ..., saying the order DOES NOT HOLD and that a defect nearly always follows an ionisation energy. It does not hold, on ...
1410	not a defect	Read word by word at reg L5982. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...214 above krypton — and they are not ruled out, they were never asked about. The ladder stopped at krypton because ...
1411	not a defect	Read word by word at reg L5982. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...214 above krypton — and they are not ruled out, they were never asked about. The ladder stopped at krypton because ...
1412	not a defect	Read word by word at reg L5994. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ory and stopped. The working root and `spectra_raw/` were never listed.** *Of the 67 species on disk, 57 are alread...
1413	not a defect	Read word by word at reg L5998. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...holds 2S+1 of 1 and 3 for both magnesium III and argon I, never 2, and the mismatch is what exposed it.** *Both are...
1414	not a defect	Read word by word at reg L6022. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...UGHT IT.** *Re-run with every limit stated explicitly and never parsed, using only published values: neon I and its...
1415	not a defect	Read word by word at reg L6026. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e, argon I eight, barium III four. Every limit STATED and never parsed, after register 1603's greedy-regex fault.* ...
1416	not a defect	Read word by word at reg L6038. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ting series and register 1076's Seaton ratio of 1.12, and never made a coordinate. 220 witnessed cells are penetrat...
1417	not a defect	Read word by word at reg L6054. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ins none. It is not an open cell. It is a closed one that never needed opening.** *What survives of 1610 is the ari...
1418	not a defect	Read word by word at reg L6062. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...dex's envelope on ZERO OF SIX PAIRS. It is not a seed and never was.** *The actual seed, by greedy covering over 48...
1419	not a defect	Read word by word at reg L6062. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...dex's envelope on ZERO OF SIX PAIRS. It is not a seed and never was.** *The actual seed, by greedy covering over 48...
1420	not a defect	Read word by word at reg L6067. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...carried an italic body-span opened after a bold close and never shut, and the register's own alternating convention...
1421	not a defect	Read word by word at reg L6067. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...carried an italic body-span opened after a bold close and never shut, and the register's own alternating convention...
1422	not a defect	Read word by word at reg L6075. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ses no order between n and e so a downward transition was always inside the alphabet with only the caps excluding it...
1423	not a defect	Read word by word at reg L6075. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ses no order between n and e so a downward transition was always inside the alphabet with only the caps excluding it...
1424	not a defect	Read word by word at reg L6095. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ss and is monotone BY CONSTRUCTION since a witnessed cell never becomes unwitnessed. And self-reference needs a bou...
1425	not a defect	Read word by word at reg L6115. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...TURNED ALL THREE TIMES.** *So there is no cache and there never was. There is ONE PERMISSION LAYER WITH TWO EXITS: ...
1426	not a defect	Read word by word at reg L6119. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...venteen. The limits must be read off each species by eye, never parsed, and the constant-fractional-part signature ...
1427	not a defect	Read word by word at reg L6123. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...m from the phrase 'multiple spectra' in the help page and never checked it against what had actually worked, which ...
1428	not a defect	Read word by word at reg L6127. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...-Kr` the only energy1.pl URL that has ever worked. It had never worked — it was my own untested reconstruction, as ...
1429	not a defect	Read word by word at reg L6135. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ing which — so four fetches were spent on a name that was never in its vocabulary.* **AND THE DEEPER FAULT IS THAT ...
1430	not a defect	Read word by word at reg L6135. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ing which — so four fetches were spent on a name that was never in its vocabulary.* **AND THE DEEPER FAULT IS THAT ...
1431	not a defect	Read word by word at reg L6135. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ing which — so four fetches were spent on a name that was never in its vocabulary.* **AND THE DEEPER FAULT IS THAT ...
1432	not a defect	Read word by word at reg L6135. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ing which — so four fetches were spent on a name that was never in its vocabulary.* **AND THE DEEPER FAULT IS THAT ...
1433	not a defect	Read word by word at reg L6139. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ED PARAMETER IS STRIPPED BEFORE THE REQUEST LEAVES, so it never reached NIST, was never a candidate for the rejecti...
1434	not a defect	Read word by word at reg L6139. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ED PARAMETER IS STRIPPED BEFORE THE REQUEST LEAVES, so it never reached NIST, was never a candidate for the rejecti...
1435	not a defect	Read word by word at reg L6143. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...one thing: I read documentation for what it PERMITTED and never for what it SHOWED, and the showing was more precis...
1436	not a defect	Read word by word at reg L6151. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nst what was sent, every limit read off its own table and never parsed.* **AND THE PROTOCOL HAS ALREADY PAID, IN A ...
1437	not a defect	Read word by word at reg L6155. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ue. V V was already DONE in the banked nineteen; Ni X was never a queue member. Same class as the Pb I fabrication ...
1438	not a defect	Read word by word at reg L6191. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...llisions of R 1649 live entirely among series the key was never meant to name: Zr I piles THIRTY 3-triplet-odd seri...
1439	not a defect	Read word by word at reg L6219. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...R (h, q) and that only the join can break a bound — meets never do — so Λ_spectra's two rules are safe by inspectio...
1440	not a defect	Read word by word at reg L6223. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...t about the cap and about the state of the literature and never a closure defect, and a disambiguation paragraph he...
1441	not a defect	Read word by word at reg L6239. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...imits and NONE has a 2p⁵3p core, so the correct limit was never in the capture. That is where δ = 6.31, δ = 8.31 an...
1442	not a defect	Read word by word at reg L6255. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...MARKS, so both were invisible and C6 reported PASS having never seen them.** *The deeper fault was not the punctuat...
1443	not a defect	Read word by word at reg L6259. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...t, which is the one claim shape that a narrowed input can never support. A negative from a search is a statement ab...
1444	not a defect	Read word by word at reg L6263. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...declare — which statistic a cell's derived δ uses. It was never undecided; it was undeclared. Re-deriving δ(n) from...
1445	not a defect	Read word by word at reg L6275. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ty-only term variants account for 6 of 68; J-splitting is never reached, because the TERMS match and it is the CONF...
1446	not a defect	Read word by word at reg L6275. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ty-only term variants account for 6 of 68; J-splitting is never reached, because the TERMS match and it is the CONF...
1447	not a defect	Read word by word at reg L6283. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...is now WRITTEN with members_found = 0 and a NAMED reason, never dropped.* **554 of 554 written, none dropped, again...
1448	not a defect	Read word by word at reg L6283. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...is now WRITTEN with members_found = 0 and a NAMED reason, never dropped.* **554 of 554 written, none dropped, again...
1449	not a defect	Read word by word at reg L6291. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...inguished only by parent.** *So the 60 refused cells were never a cost the index imposed. They are what appears whe...
1450	not a defect	Read word by word at reg L6291. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...inguished only by parent.** *So the 60 refused cells were never a cost the index imposed. They are what appears whe...
1451	not a defect	Read word by word at reg L6295. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...d operation is required — not add-a-coordinate, which was never admitted and which the four failures of R 1581 to 1...
1452	not a defect	Read word by word at reg L6299. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...s the same kind. T may enter the value store as a column; never as an axis. Raw in `D-E-FINDINGS-RAW.txt`.**...
1453	not a defect	Read word by word at reg L6303. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... URL ≠ destination URL. Board rows 5 and 6 need what they always needed — M's PDF, M's pasted URL — and the mechanis...
1454	not a defect	Read word by word at reg L6307. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...T6 rules refusal belongs where an operation is UNDEFINED, never where its result is unsurprising, so the LS values ...
1455	not a defect	Read word by word at reg L6319. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... replaced by another fallback; where a parent's limit was never published the series CANNOT be defected — E measuri...
1456	not a defect	Read word by word at reg L6335. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ot the object. Every T8 residue lives in the VALUE STORE, never in the coordinates; the cell exists for all of them...
1457	not a defect	Read word by word at reg L6339. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...J)`; two tables per row; the ion table is read from disk, never fetched here.* **DERIVED regenerated: parent-matche...
1458	not a defect	Read word by word at reg L6343. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... not a store fault; and 309 gen-only rows (24 true series never staged · 123 single-n · 162 no-limit) — the store w...
1459	not a defect	Read word by word at reg L6343. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... not a store fault; and 309 gen-only rows (24 true series never staged · 123 single-n · 162 no-limit) — the store w...
1460	not a defect	Read word by word at reg L6367. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...dinger equation. Quarantine standing: Λ_cinf is contrast, never data.**...
1461	not a defect	Read word by word at reg L6439. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...atics of the Löwdin challenge (Chapter 34, 1249–1357) has never been entered in D and is the next re-closure owed.*...
1462	not a defect	Read word by word at reg L6447. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...and the value orders were assigned in the code at 256 and never reached the page, so E.1.3's fibred zero was unveri...
1463	not a defect	Read word by word at reg L6459. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ne shared and the rest classical attributions this volume never listed — Newton, Leibniz, Euler, Gauss, Moore, Birk...
1464	not a defect	Read word by word at reg L6499. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... first of 1760's three open items: the Löwdin chapter was never formalised or completed before this project began, ...
1465	not a defect	Read word by word at reg L6503. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...first written at register 297, the rule behind the figure never printed and kept as the reading it was; and at this...
1466	not a defect	Read word by word at reg L6503. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...first written at register 297, the rule behind the figure never printed and kept as the reading it was; and at this...
1467	not a defect	Read word by word at reg L6507. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...y 844/844 — counted from the table per 1756's discipline, never a claim about that bank's instrument. Table updated...
1468	not a defect	Read word by word at reg L6527. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...do not, and are left exactly as written: entry bodies are never edited, and what a past entry recorded is part of t...
1469	not a defect	Read word by word at reg L6531. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... II, which a longer capture does fix. The denominator was never in doubt: the grade table sums to 1,312, and the sa...
1470	not a defect	Read word by word at reg L6551. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...n all. The prose was short by one word and the figure was never wrong.* **The correction is confined to the enumera...
1471	not a defect	Read word by word at reg L6563. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...irs with no exception — the strongest of them, and it had never been tested.* **A specimen row is printed for the f...
1472	not a defect	Read word by word at reg L6574. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... and 1,485 are occupied, so 132 are absent — the thirteen never assigned, together with those withdrawn with their ...
1473	not a defect	Read word by word at reg L6589. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... F.2, F.3, **F.3.3**, F.4, F.4.1, F.4.2, F.4.3. There was never an F.3.1 or an F.3.2 — F.3 carried a single child a...
