id	pass	number	verdict	confidence	volume	already_docketed	reason	register_entry_marker	correction_label	correction_quote	conversation	conversation_title	msg
PO-0095	numeric	2,738	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's finding is that dropping rule 5 leaves 2,738 cells, and register 618 records that same figure with the same reading of rule 15 as rule 5's backup.		Rule 15 is rule 5's backup, worth six cells	**Rule 5 alone implies rule 15.** `DNd ≥ 2 → S ≥ 1` implies `DNd ≥ 2 → SD ≥ 1 ∨ S ≥ 1 ∨ X ≥ 1` ... **Drop rule 5: 2,738 cells. Drop rule 5 *and* rule 15: 2,744.** Six cells that rule 15 was holding. ... **Your rule holds: nothing here is inert; everything is an object or something placing an object.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	555
PO-0095	numeric	2,744	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Register 618 already carries the corrected pair - 2,738 dropping rule 5 and 2,744 dropping both - exactly as the quote states it.		Rule 15 is rule 5's backup, worth six cells	**Rule 5 alone implies rule 15.** `DNd ≥ 2 → S ≥ 1` implies `DNd ≥ 2 → SD ≥ 1 ∨ S ≥ 1 ∨ X ≥ 1` ... **Drop rule 5: 2,738 cells. Drop rule 5 *and* rule 15: 2,744.** Six cells that rule 15 was holding. ... **Your rule holds: nothing here is inert; everything is an object or something placing an object.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	555
PO-0096	numeric	1,654	CORRECTLY-UPDATED	HIGH	The_Method_1_6-2.md		The quote confirms the book's printed 1,654 for Lambda-9 against the chat's mistaken 3,154, and the volume prints 1,654, the value the correction upholds.		Lambda-9 rebuilt: axis 9 is 2S′ ≤ g, not k	**Second: I built Λ₉ wrong.** The book has **|Λ₉| = 1,654**; I got 3,154. **Axis 9 carries 2S′ ≤ g, and I ranged over k.** ... **739 / 1,169 is not the reachable fraction — it is the conservative share**, those composable cells with g = q. The reachable fraction is **composable / total = 1,169 / 1,654 = 70.7%**.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	567
PO-0096	numeric	3,154	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The register records the 3,154 build as the author's own fault against the printed 1,654 and states the axis-9 cause, so the withdrawn figure appears only as a recorded error.		Lambda-9 rebuilt: axis 9 is 2S′ ≤ g, not k	**Second: I built Λ₉ wrong.** The book has **|Λ₉| = 1,654**; I got 3,154. **Axis 9 carries 2S′ ≤ g, and I ranged over k.** ... **739 / 1,169 is not the reachable fraction — it is the conservative share**, those composable cells with g = q. The reachable fraction is **composable / total = 1,169 / 1,654 = 70.7%**.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	567
PO-0096	numeric	739	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote's point is that 739 of 1,169 is the conservative share over composable cells rather than the reachable fraction, and register 393 names it in exactly those terms.		Lambda-9 rebuilt: axis 9 is 2S′ ≤ g, not k	**Second: I built Λ₉ wrong.** The book has **|Λ₉| = 1,654**; I got 3,154. **Axis 9 carries 2S′ ≤ g, and I ranged over k.** ... **739 / 1,169 is not the reachable fraction — it is the conservative share**, those composable cells with g = q. The reachable fraction is **composable / total = 1,169 / 1,654 = 70.7%**.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	567
PO-0096	numeric	1,169	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		The volume uses 1,169 as the composable-cell population and register 393 distinguishes it from the 1,654 denominator, which is the distinction the correction insists on.		Lambda-9 rebuilt: axis 9 is 2S′ ≤ g, not k	**Second: I built Λ₉ wrong.** The book has **|Λ₉| = 1,654**; I got 3,154. **Axis 9 carries 2S′ ≤ g, and I ranged over k.** ... **739 / 1,169 is not the reachable fraction — it is the conservative share**, those composable cells with g = q. The reachable fraction is **composable / total = 1,169 / 1,654 = 70.7%**.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	567
PO-0097	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Index_of_Indices-2.md		The Index of Indices prints the corrected reading verbatim — ~99% against the printed 60%, the `here?` column as reachable-from-here, and both columns reducing to the missing edge list — and Register L2333 records the same, including the refutation of the committed minimality prediction.		Reachability in the violation index means reachable from here	**All three make ~99% of cells reachable. The printed value is 60%.** ... **§5.6 has a `here?` column** — *yes* for the classical black hole and the Hawking case, *no* for the other four. **That is our universe's position in the index.** > **Reachable is almost certainly reachable *from here*** ... **both columns reduce to one artefact I don't have.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	571
PO-0098	numeric	623	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The quote corrects register 623's 50.3% composability to zero, and the register's entry 623 now reads Lambda-8 is 0% composable with Lambda-9 at 70.7%.		Lambda-8 composability is zero, not 50.3%	**And Λ₈ is exactly zero, which corrects my own earlier number** **Register 623 said Λ₈ is 50.3% composable. That used a 3-against-3 signature I chose.** With the book's own — **source (n, ℓ, k, 2S) against target (e, f, g), four against three** — **nothing composes at all.** > **Register 313 is literally true: Λ₈ cannot iterate. Not *barely*, not *half* — zero of 976.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	577
PO-0098	numeric	313	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6-2.md		The correction affirms register 313 as literally true (Lambda-8 cannot iterate), and the volume cites 313 as a standing pointer rather than carrying a withdrawn value.		Lambda-8 composability is zero, not 50.3%	**And Λ₈ is exactly zero, which corrects my own earlier number** **Register 623 said Λ₈ is 50.3% composable. That used a 3-against-3 signature I chose.** With the book's own — **source (n, ℓ, k, 2S) against target (e, f, g), four against three** — **nothing composes at all.** > **Register 313 is literally true: Λ₈ cannot iterate. Not *barely*, not *half* — zero of 976.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	577
PO-0099	numeric	295,000	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Register 680 already records the guessed 295,000 cm-1 limit as invented and states that the Ba III channels are removed and the levels kept as levels-only, which is the withdrawal the quote makes.		Ba III channels withdrawn for a guessed series limit	**Stop — I used a guessed limit.** 295,000 cm⁻¹ was mine, not the compilation's, and **the defects depend entirely on it.** > **A quantum defect is n − Z√(R/(limit − level)). Without the limit it isn't a measurement.** ... **a species with no published limit yields no channels however many levels it has.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	666
PO-0100	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Register 775 states the correction and the corrected denominator explicitly, register 776 counts the excluded pairs, and no volume prints ""82 of 93"" or ""82 of 95"" as a current P.jj figure anywhere else."		P.jj corrected from 82 of 93 to 52 of 65	"**P.jj has been counting 82 of 93. Twenty-eight of those ""passes"" are trivial** — the two J-components carry *identical* defects because the source printed identical levels. **They can't fail, so they don't test.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	796
PO-0102	numeric	109737.31568	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		Both volume passages quote 109737.31568 inside a recorded fault - the Li III limit written as a formula, refitted to 987,662.29 - and register 868 separately records the reduced-mass systematic the quote raises, so the value is not asserted as correct.		R∞ used for every species where the reduced-mass constant belongs	**`channels.py` uses R = 109737.31568 throughout. The reduced-mass Rydberg for helium is 109722.3862 — lower by 14.93.** **That makes every defect too low by n*(√(R∞/R_M) − 1), which for helium at n* = 35 is 0.00240** and scales linearly with n*.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	852
PO-0102	numeric	14.93	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Register 868 states the correction verbatim - helium's reduced-mass Rydberg is lower than R-infinity by 14.93, understating every defect by 0.00240 at n* = 35.		R∞ used for every species where the reduced-mass constant belongs	**`channels.py` uses R = 109737.31568 throughout. The reduced-mass Rydberg for helium is 109722.3862 — lower by 14.93.** **That makes every defect too low by n*(√(R∞/R_M) − 1), which for helium at n* = 35 is 0.00240** and scales linearly with n*.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	852
PO-0102	numeric	0.00240	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		0.00240 is the correction's own newly-computed size of the R-infinity-versus-reduced-mass systematic, and both register 868 and the Physics Compendium state it in exactly that corrected sense.		R∞ used for every species where the reduced-mass constant belongs	**`channels.py` uses R = 109737.31568 throughout. The reduced-mass Rydberg for helium is 109722.3862 — lower by 14.93.** **That makes every defect too low by n*(√(R∞/R_M) − 1), which for helium at n* = 35 is 0.00240** and scales linearly with n*.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	852
PO-0103	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Registers 942–946 name Edlén's Handbuch der Physik 1964 as prior art, print the 1.9–2.0% versus 47–65% leave-one-out figures, restrict the form to the magnesium-like ns series and explicitly read registers 932–940 down; register 1266 later adds that ln(c+1)/c ""was never general""."		The ln form holds on one sequence only; Edlén 1964	**The form holds on the magnesium-like ns ladders and nowhere else.** It fails on every helium-like ladder and on every d and f ladder.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	896
PO-0104	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Register 947 records the contradiction in principle and the fallback to two instances, register 815's seven ""new tests"" is separately WITHDRAWN as duplicate rows, and the pass summary lists P.coreblind under ""Contradicted by it""; no volume asserts it as a general principle unmarked."		P.coreblind contradicted by MQDT's own definition	**MQDT defines the quantum defect as μ_{ℓ,λ,α⁺} — explicitly *depending on the internal quantum state α⁺ of the ionic core*.** The entire apparatus of multichannel quantum defect theory exists because **different core states give different channels with different defects.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	898
PO-0112	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Register 1273 records the identity fault verbatim and the main volume §33.4 restates it (""the Demkov–Ostrovsky slope-½ comparison was an identity""); the 0.4997 figure appears in no volume."		The n* = half(n+l+1) + p/2 - delta result was an identity	**It's true by construction. It has no content.** I presented algebra as a result. ## And the 96.8% is largely circular **n\* = n₀ − δ and n+ℓ = n₀ + ℓ.** ... **So they correlate because they share a term, not because the physics organises on n+ℓ.** ... **And a = ½ for a bare core is likewise the identity evaluated at p = 0, δ = 0.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1551
PO-0113	numeric	1.09	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"1.09 is the replacement value the correction moved to, and the register states it in exactly that corrected form - the regime-2 factor of 1.234 ""is 1.09 once x(Ne) is held fixed"", four measurements of one absorption."		Four routes to the 1.23 regime-2 factor were one absorption	**The regime factor is now doing almost nothing** — 1.14 against 1.09. **That's the honest reading: with x(Nₑ) locked at its measured value, regime 2 is barely distinguishable from regime 1.** **Which means the four routes that gave 1.23 were each measuring the same absorption**, not four confirmations of a physical factor. That's a correction to what I told you earlier.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1565
PO-0114	numeric	0.3876	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		0.3876 is the corrected exponent the quote moves to, and the register carries it inside the explicit withdrawal entry for registers 1269 and 1271.		Thomas-Fermi refutation and the derived one-half both withdrawn	**I measured the Nₑ exponent at 0.539 and declared Thomas–Fermi refuted.** That measurement was made **with `ln(c+1)/c` as the charge term** — the form we've since shown is structurally wrong. **With the correct `c^(−C/√Nₑ)`, k = 0.3876.** ... > **The charge term was contaminating the Nₑ exponent.** ... **Two withdrawals owed to the register — 1269, and the ½ claim in 1271.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1583
PO-0114	numeric	1269	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		"Entry 1269 stands as the dated historical record of the Thomas-Fermi refutation, but the same register later prints ""WITHDRAWN: THE REFUTATION OF THOMAS-FERMI AT REGISTER 1269"" with the corrected 0.3876, so the volume already reflects the correction."		Thomas-Fermi refutation and the derived one-half both withdrawn	**I measured the Nₑ exponent at 0.539 and declared Thomas–Fermi refuted.** That measurement was made **with `ln(c+1)/c` as the charge term** — the form we've since shown is structurally wrong. **With the correct `c^(−C/√Nₑ)`, k = 0.3876.** ... > **The charge term was contaminating the Nₑ exponent.** ... **Two withdrawals owed to the register — 1269, and the ½ claim in 1271.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1583
PO-0114	numeric	1271	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		The withdrawn one-half claim is not present in the printed entry 1271 (which gives alpha = 0.4251), and the same register explicitly records the half at 1271 as withdrawn.		Thomas-Fermi refutation and the derived one-half both withdrawn	**I measured the Nₑ exponent at 0.539 and declared Thomas–Fermi refuted.** That measurement was made **with `ln(c+1)/c` as the charge term** — the form we've since shown is structurally wrong. **With the correct `c^(−C/√Nₑ)`, k = 0.3876.** ... > **The charge term was contaminating the Nₑ exponent.** ... **Two withdrawals owed to the register — 1269, and the ½ claim in 1271.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1583
PO-0115	numeric	0.113	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Register 1285 prints spread = 0.113(u - 2.5) only as the first fit on six hand-picked species under the heading ""STATED AND THEN CORRECTED THE SAME DAY"", with the nineteen-species refutation stated beside it."		Law 2's carrier is p, not u, and the sign reverses	"**My earlier ""spread = 0.113(u − 2.5), r² 0.868, p = 0.007"" was fitted on six hand-picked species.** On all nineteen it is **r² 0.044 and not significant.** **Six points chosen because they looked orderly.** ... spread = 0.370 − 0.069 p, zero at p = 5.4 > **√p is *worst* when the core has few shells of that ℓ and *best* when it has many.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1633
PO-0115	numeric	0.868	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"Both volumes mark 0.868 as the superseded value - register 1285 as the corrected first fit, and the Mathematical Compendium calling it ""a spurious r2 of 0.868"" taken to a real 0.356."		Law 2's carrier is p, not u, and the sign reverses	"**My earlier ""spread = 0.113(u − 2.5), r² 0.868, p = 0.007"" was fitted on six hand-picked species.** On all nineteen it is **r² 0.044 and not significant.** **Six points chosen because they looked orderly.** ... spread = 0.370 − 0.069 p, zero at p = 5.4 > **√p is *worst* when the core has few shells of that ℓ and *best* when it has many.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1633
PO-0120	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6-2.md		"§34.1 of the main volume opens on the corrected reading, and Register (line 4901) states it explicitly — ""They were not equation failures. The equation was being asked to reproduce an order that is not the observed one."""		Observed opening sequence differs from Madelung at exactly two places	> **1s 2s 2p 3s 3p 4s 3d 4p 5s 4d 5p 6s __5d 4f__ 6p 7s __6d 5f__ 7p** **Madelung says: … 6s __4f 5d__ 6p 7s __5f 6d__ 7p** ... > **Nineteen subshells open across the table. The n+ℓ rule gets seventeen right and two backwards, and both are at f-block openings.** ... **They weren't equation failures. The equation was being asked to reproduce an order that isn't the observed one.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1732
PO-0121	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___Mathematical_Compendium-2.md		"All three of the Mathematical Compendium (""The falsification of a selection rule""), the main volume (""The falsification withdrew a result"") and the Register (""'a is pinned to the active crossing' is withdrawn"") carry the corrected form, with only the corridor retained."		The a-trajectory is unconstrained; only the corridor is real	"**Not one reset value coincides.** ... **rule 8 goes negative** — −0.292893 at Z = 5, 21, 26, 58, 65 ... **and the table is still reproduced.** > **That settles it. The filling order does not constrain the trajectory at all — not its values, not its sign, not even its monotonicity.** ... **""the eighteen resets are exact surds""** — falsified as a claim about the table."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1885
PO-0123	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6-2.md		"The main volume, the Physics Compendium (""The f corridor does not exist because p = 0 is the node floor, so no rival lies below and L = −∞ — the missing test is forbidden by the node count, not by missing data"") and the Register all state the structural-domain reading; the earlier ""√6 … predicted and unmeasured"" wording at register 1337 is superseded by the later entries in the same volume."		f is outside the domain: L is minus infinity at f openings	**4f has p = n−ℓ−1 = 0, and zero is the floor of the node count.** No rival can have fewer nodes, so **L = −∞ necessarily.** ... **`t` is defined as (a−L)/(U−L). At every f opening L is infinite, so the quantity does not exist. The prediction has no referent.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1957
PO-0126	numeric	0.0588	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The volume already carries the correction's own text, citing Rekstad and Lovhoiden's region-dependent kappa_n = 0.0588 as evidence the parameters were never claimed universal.		The refuted family is Nilsson's modified oscillator; kappa and mu were never universal	**The refuted family is Nilsson's modified oscillator.** H = HO − 2κℏω₀[l·s − μ(l² − ⟨l²⟩_N)] ... register 1368 never named it. ... The literature says the parameters were **never claimed to be universal** ... κ_n = 0.0588, μ_n = 0.328 for the actinide region against κ = 0.0601, μ = 0.448 for light nuclei ... the failure is *exact and structural*	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	141
PO-0126	numeric	0.328	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The volume states mu_n = 0.328 for the actinides inside the same passage the correction supplies, so it already reflects the corrected reading.		The refuted family is Nilsson's modified oscillator; kappa and mu were never universal	**The refuted family is Nilsson's modified oscillator.** H = HO − 2κℏω₀[l·s − μ(l² − ⟨l²⟩_N)] ... register 1368 never named it. ... The literature says the parameters were **never claimed to be universal** ... κ_n = 0.0588, μ_n = 0.328 for the actinide region against κ = 0.0601, μ = 0.448 for light nuclei ... the failure is *exact and structural*	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	141
PO-0126	numeric	0.0601	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		kappa = 0.0601 for light nuclei appears in the volume as part of the corrected argument that published Nilsson parameters differ by region.		The refuted family is Nilsson's modified oscillator; kappa and mu were never universal	**The refuted family is Nilsson's modified oscillator.** H = HO − 2κℏω₀[l·s − μ(l² − ⟨l²⟩_N)] ... register 1368 never named it. ... The literature says the parameters were **never claimed to be universal** ... κ_n = 0.0588, μ_n = 0.328 for the actinide region against κ = 0.0601, μ = 0.448 for light nuclei ... the failure is *exact and structural*	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	141
PO-0126	numeric	0.448	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		mu = 0.448 for light nuclei is quoted in the volume within the same corrected passage, which concludes the contribution is the structural failure rather than one (beta, alpha) failing.		The refuted family is Nilsson's modified oscillator; kappa and mu were never universal	**The refuted family is Nilsson's modified oscillator.** H = HO − 2κℏω₀[l·s − μ(l² − ⟨l²⟩_N)] ... register 1368 never named it. ... The literature says the parameters were **never claimed to be universal** ... κ_n = 0.0588, μ_n = 0.328 for the actinide region against κ = 0.0601, μ = 0.448 for light nuclei ... the failure is *exact and structural*	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	141
PO-0130	numeric	1403	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		"register 1403 carries WARNING: ""Qualified: the eight a values are RECONSTRUCTIONS held in HANDOFF"" - the correction landed verbatim"		The eight recorded a-values are reconstructions, not measurements	"**6. ""The handoff"" in 1411.** It means `HANDOFF.md` in that tree — the session state file, not a separate source. The eight *a* values were recorded there from earlier sessions' walk work. So they are **reconstructions from prior runs, not measurements**, and 1403 and 1409 are claiming agreement with a previously computed trajectory. That is weaker than it reads, and worth annotating."	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	395
PO-0130	numeric	1409	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		the reconstruction caveat is recorded at 1403; 1409 states a different claim		The eight recorded a-values are reconstructions, not measurements	"**6. ""The handoff"" in 1411.** It means `HANDOFF.md` in that tree — the session state file, not a separate source. The eight *a* values were recorded there from earlier sessions' walk work. So they are **reconstructions from prior runs, not measurements**, and 1403 and 1409 are claiming agreement with a previously computed trajectory. That is weaker than it reads, and worth annotating."	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	395
PO-0131	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Register 1417 carries an explicit WARNING with the corrected count of seven and the admission that the filter was asserted rather than computed; register 1418 further demotes Λ_traj to a projection of Λ.		Monotone-chain filter asserted, not computed, for Lambda-traj	**2. The monotone-chain filter.** Honest answer: **I applied it as a stated principle, not as a computed test.** ... For Λ_traj's six I asserted each was a chain because each was an ordered count, and did not run the step test. That is very likely why you get seven closures and I got three ... **Trust your seven over my three.**	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	395
PO-0135	claim	(claim, no number)	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Register 1457 states the impossibility argument verbatim and names register 1416 as corrected, and register 1341 carries a WARNING marking it superseded at 1416, 1457 and 1458.		delta = a√p is impossible, not merely wrong	**The WKB route is closed, and it closes harder than I expected. δ = a√p is not merely wrong — it is impossible.** **Structurally.** In quantum defect theory δ is *bounded* as n → ∞; that boundedness is what makes a Rydberg series converge to the ionisation limit ... Our a√(n−ℓ−1) **diverges**. A bounded quantity and a divergent one cannot be equal, and no refitting of a repairs that.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	170
PO-0137	claim	(claim, no number)	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		"Registers 1466 and 1468 state beside the 94 that the two trajectories share no value but a hard-coded default (so none of the eight recorded a values is reproduced) and that no score can identify a; the exact ""zero of eight"" and 0.9828 figures are not in any volume, but the qualification the correction supplies is carried."		The 94 reproduces none of the eight recorded a values	**The rule reproduces none of the eight recorded a values.** Zero of eight. Its trajectory takes five distinct values, moves ten times, and only one of those values is a corridor endpoint at all. Its dominant value, 0.9828, is √(1/√2 × 1/(√3−1)) — a geometric mean of two crossings from *adjacent* groups, which is **not among the nineteen surds**. ... **The score does not identify the trajectory.**	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	212
PO-0139	numeric	240,000	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		240,000 is the corrected sampling that refutes the cancellation reading, and the volume already carries it inside the WARNING pointing entry 1493 to register 1494.		Register 1493's Farkas cancellation reading is wrong	rule sets sampled 240,000 ... Δ(NEC≥2) and Δ(NEC≥3) correlation +0.905 SAME sign 86.5% OPPOSITE signs 0.9% (20 of 2,210) **It is not a cancellation.** ... register 1493's reading of the +16/−9 as an infeasibility signature is wrong. ... So the eight attacks weren't weak. They were **aimed along the grain**.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	306
PO-0139	numeric	0.905	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		+0.905 is the replacement finding (a correlation, not a cancellation), and the volume states it in both the WARNING and register 1494's headline.		Register 1493's Farkas cancellation reading is wrong	rule sets sampled 240,000 ... Δ(NEC≥2) and Δ(NEC≥3) correlation +0.905 SAME sign 86.5% OPPOSITE signs 0.9% (20 of 2,210) **It is not a cancellation.** ... register 1493's reading of the +16/−9 as an infeasibility signature is wrong. ... So the eight attacks weren't weak. They were **aimed along the grain**.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	306
PO-0139	numeric	2,210	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The 20 of 2,210 opposite-sign cases are the corrected evidence, and the volume reproduces them in the WARNING that refutes the earlier reading.		Register 1493's Farkas cancellation reading is wrong	rule sets sampled 240,000 ... Δ(NEC≥2) and Δ(NEC≥3) correlation +0.905 SAME sign 86.5% OPPOSITE signs 0.9% (20 of 2,210) **It is not a cancellation.** ... register 1493's reading of the +16/−9 as an infeasibility signature is wrong. ... So the eight attacks weren't weak. They were **aimed along the grain**.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	306
PO-0139	numeric	1493	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		Entry 1493 is the one the quote says read the residual wrongly, and the volume's copy of it already carries the WARNING that it is REFUTED at register 1494.		Register 1493's Farkas cancellation reading is wrong	rule sets sampled 240,000 ... Δ(NEC≥2) and Δ(NEC≥3) correlation +0.905 SAME sign 86.5% OPPOSITE signs 0.9% (20 of 2,210) **It is not a cancellation.** ... register 1493's reading of the +16/−9 as an infeasibility signature is wrong. ... So the eight attacks weren't weak. They were **aimed along the grain**.	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	306
PO-0147	numeric	554	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6___The_Register-2.md		"The correction does not change the count of 554 staged rows, only the claim that all of them are series, and the same volume records that correction at register 1666 (""306 OF 554 STAGED 'SERIES' SPAN A SINGLE N"")."		306 of 554 staged rows are not series	"Both options assumed all 554 staged rows are series. **306 of them are not.** They span a single n, so their ""members"" are J-components of one level — Al I `4P n=3-3` has three members, all at n=3, spread 0.00762, graded **tier A**. That spread is fine-structure splitting, not series convergence."	d285afd1-4539-48fd-baaf-ffae8986f3cf	The Method 1.7.2	13
PO-0147	numeric	0.00762	CORRECTLY-UPDATED	HIGH	The_Method_1_6___The_Register-2.md		The volume's register 1666 states the correction itself - Al I 4P n=3-3, spread 0.00762 graded tier A, being fine structure rather than convergence - so the spread is carried as corrected, not as a withdrawn claim.		306 of 554 staged rows are not series	"Both options assumed all 554 staged rows are series. **306 of them are not.** They span a single n, so their ""members"" are J-components of one level — Al I `4P n=3-3` has three members, all at n=3, spread 0.00762, graded **tier A**. That spread is fine-structure splitting, not series convergence."	d285afd1-4539-48fd-baaf-ffae8986f3cf	The Method 1.7.2	13
PO-0151	numeric	976	CORRECTLY-UPDATED	MEDIUM	The_Method_1_6-2.md		The correction withdraws the caps (3,3,2,3), not the cell count, and explicitly affirms that the corrected caps reproduce 976, which is the figure the volume states.		Lambda's stated caps do not reproduce 976 cells	"**ℓ ≤ 1, not ℓ ≤ 2.** §3.3's ""caps (3,3,2,3)"" does not reproduce 976 under §2.1's constraints; (3,3,1,3) with k ≥ 1 reproduces 976 and every other stated invariant. [...] **And k ≥ 1 is nowhere stated as a constraint** — §2.1 says ""seven constraints, four origins, and nothing else,"" but the object needs an eighth condition"	90e1dabf-fa50-4e1a-96a0-6e30c5bde46c	electromagnetism	48
PO-0152	numeric	112	CORRECTLY-UPDATED	HIGH	The_Method_1_6-2.md		The volume already gives 8 survivors under x -> max - x and explains 112 as the competing figure computed under the different map x -> max + min - x, so it is not asserted as the self-duality count.		Duality convention resolved to sigma(x) = max minus x	| σ | survivors | all even rank | signed sum | |---|---|---|---| | **max − x** | **8** | **yes** | **+8** | | max + min − x | 112 | no | 0 | The rank multiset of the eight is 6, 8², 10², 12², 14 — symmetric about 10, all even, signed contribution +8, against F(−1) = +2 for the whole object.	772ee035-9e1d-42cc-b093-26dc651c5a6e	electromagnetism 2	7
