id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-0278	DEFINITION	Metric-axis dilemma: 14,293 closure failures	**14,293 join failures and 14,293 meet failures** — closure is destroyed comprehensively ... **The dilemma:** any metric axis worth adding must be a *function* of (n, ℓ, k) ... But a coordinate determined by the others isn't an independent axis of a product order. ... - A metric axis **independent** of (n, ℓ, k) tells you nothing about the lattice — decorative. - A metric axis **dependent** on (n, ℓ, k) destroys the closure	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	127	§12.5; §22.2	Forecloses the most obvious extension of the lattice, with the exact failure count; distinct from and sharper than the dimensional obstruction.	HIGH
PO-0279	DEFINITION	Λ is a partial order where every rival scheme is a total order	Every prior system produces a **total order** — a sequence from 1 to 118. Λ produces a **partial order**. That is the single largest structural difference, and it explains why the order-theoretic apparatus of Parts II and III exists at all. ... **Λ is not a competitor to these schemes — it is a different kind of object. Where they rank, it relates.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	145	§14.1; Pettifor; Villars; Madelung	The framing that reconciles the lattice with the sorting literature and explains the benchmark defeat as a category difference rather than a deficiency.	HIGH
PO-0280	DEFINITION	Relativistic lattice Λ_j, closed with 210 cells	**Λ_j = { (n, ℓ, J, k) ∈ ℤ⁴ : ℓ ≤ n−1, J odd, 2ℓ−1 ≤ J ≤ 2ℓ+1, 1 ≤ k ≤ J+1 }** This is **closed** — zero join failures, zero meet failures. It has exactly 210 cells, the same as Λ. Its minimum is hydrogen again. Its subshell capacities recover 2, 6, 10, 14, 18. ... Parity balance 105/105.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	179	Λ_j; §9.3; Equation (11); J = 2j	A working four-coordinate relativistic refactoring of the lattice, stated only here; it is also the counterexample that corrects the §9.1 closure criterion.	HIGH
PO-0281	DEFINITION	Secondary periodicity recurs every second period from ℓ = n−1	Kainosymmetric subshells lie on the boundary diagonal ℓ = n−1 (§12.2). Their Madelung level is therefore n + ℓ = **2n − 1, always odd**. The pairing theorem (§11.1) pairs levels 2m−1 with 2m, so a kainosymmetric subshell falls in the **first member of every pair and never the second** ... **The recurrence with period two is the parity of the Madelung level, and that parity is forced by the diagonal sitting at ℓ = n−1.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	187	§12.3; Biron; Schwarz	A derivation of a known chemical phenomenon from two of the lattice's own results; the load-bearing step is the odd-level parity argument.	HIGH
PO-0282	DEFINITION	Lambda-5, the five-dimensional lattice equation	**Λ₅ = { (n, ℓ, k, q, e) ∈ ℤ⁵ : 1 ≤ n ≤ N, 0 ≤ ℓ ≤ min(n−1, L), 1 ≤ k ≤ 2(2ℓ+1), 0 ≤ q ≤ k, n ≤ e ≤ E }** ... At N = 7, L = 4, E = 9: **7,136 cells**, closure verified on 404,550 sampled pairs with zero failures. Minimum (1,0,1,0,1) — hydrogen, neutral, unexcited. Maximum (7,4,18,18,9).	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	261	Λ₅; Equation (12); §9.5	The defining equation and verified cell count of the object the whole later investigation is built on.	HIGH
PO-0283	DEFINITION	R1, R2, R3 — the three ionisation-sequence rules	| **R1** shell break, q = k + s_out | 6/7 | **3.7 × 10⁻⁴** | ... | **R2** subshell, q = k or s_out | **17/19** | **< 10⁻⁴** | ... | **R3** half-filling, q = s_out + k − (2ℓ+1) | 8/9 | **0.005** | ... Nineteen elements, none used to build the rules, spanning the p-block from F to Bi and the d-block from Nb to Hg.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	335	R1; R2; R3; §13.3	Names and states three prespecified, blind-tested rules that are the project's most reliable structural results.	HIGH
PO-0284	DEFINITION	An isoelectronic series is a lattice cell	**An isoelectronic series is exactly one lattice cell.** O²⁻, F⁻, Ne, Na⁺ and Mg²⁺ all sit at (2,1,6) — we established that two exchanges ago and it looked like a curiosity. It is the organising fact. So: **the cell fixes n, and n fixes the gradient.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	357	§16.2	The single reframing the author credits with unlocking the magnitude model after seven mechanisms for c had failed.	HIGH
PO-0285	DEFINITION	n minus delta equals n over Z minus sigma	**n − δ = n/(Z − σ).** The q-axis law and the e-axis law are the same law. One writes the correction as an effective *charge*, the other as an effective *shell*, and the transformation between them is algebraic. Different perceptions of one definition, as you said.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	397	q axis; e axis	The identity that unifies the screening and quantum-defect laws and explains why one axis is better conditioned than the other.	HIGH
PO-0286	DEFINITION	Lambda-6 and the f axis, required by the quantum defect	**Λ₆ = { (n, ℓ, k, q, e, f) : ℓ ≤ n−1, k ≤ 2(2ℓ+1), q ≤ k, n ≤ e ≤ E, f ≤ e−1 }** ... **10,371 cells, zero closure failures over 1.12 million sampled pairs**, and a Boolean 6-cube at (2,0,1,0,3,0) giving **dimension exactly 6**. ... **Without f, the quantum defect is not a function of the cell at all.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	403	Λ₆	Names the sixth axis, its bound, cell count and dimension, and the empirical failure that forced it.	HIGH
PO-0287	DEFINITION	Lambda-7 as source triple, target triple and charge	**Λ₇ = Λ_source × Λ_target × {q}**, with the physical restriction e ≥ n. That is the cleanest structural statement this framework has produced, and it makes the seven coordinates intelligible as **three, three, and one**: where the electron is, where it goes, and how much is gone.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	423	Λ₇; §9.4	The structural reading that makes seven coordinates intelligible; without it Λ₇ is an unexplained list of bounds.	HIGH
PO-0288	DEFINITION	Lambda-8, the total-spin axis bounded by k	**0 ≤ 2S ≤ k** — bounded by k alone, monotone, constant floor. **57,660 cells, zero join or meet failures. Closed.** And it does not contradict §9.5, which rejected spin *projection* assigned per cell and failed on parity with 52,173 violations. Total spin is a different object: it is a property of the coupled state, not of an individual electron	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	447	Λ₈; §9.5	Distinguishes the admissible total-spin axis from the rejected spin-projection axis, which would otherwise read as a contradiction.	HIGH
PO-0289	DEFINITION	Unprinted E.4.1 admissibility constraint and value orders	**The unprinted constraint** (E.4.1's bound, carried in the code as `ok()`): obstacle = buildable ⟹ cost ≤ days. Cells violating it are refused, not counted. Value orders: blocks nothing < novelty < one claim < a result; obstacle retrievable < buildable < nonexistent; cost hours < days < unbounded. Without the constraint and without the fibration you get the inflated figure — that is where your E = 9 comes from.	c858870e-769c-4ded-8aba-3c89b230cafd	Domain fibre constraints and E(Q) computation	1	E.4.1; ok(); E(Q)	Without this constraint the printed Appendix E figure E(Q)=0 at thirteen cannot be reproduced from the page at all — it exists only in unpublished code.	HIGH
PO-0290	DEFINITION	R 1449 timing/reclassification convention	R 1449 is the register's rule that when a claim's status changes because of something learned afterwards — a term formulated after a failure was seen, or a result re-scored on a different basis — the change is entered explicitly as a timing/reclassification flag rather than the earlier entry being silently corrected. ... it makes the record show what was known when.	bc5f59c2-277d-49b4-a2f5-0d1b8aa5738e	LCP18	9	R 1449	The register rule invoked in almost every Löwdin session is given its meaning nowhere but here.	HIGH
PO-0291	DEFINITION	TS-orbital vs own-orbital F^k and their attribution	"""Own-orbital"" ... means each configuration ... supplies its own self-consistent 4f radial function ... ""TS-orbital"" means one radial function — the transition-state (half-occupied, Slater–Janak) 4f — is used for both the initial and final configuration's F^k. That is a one-object shortcut we introduced inside the chain; the COMPARE file records it as having no prior owner."	8dcdb10b-dc4e-4e42-9e16-f6f79d309841	LCP21	5	COMPARE-FK-CONVENTION	The only prose statement of what the two conventions mean and which has an owner; the numeric tie (rms 0.0186 vs 0.0182) is broken by exactly this.	HIGH
PO-0292	DEFINITION	Derived mechanism of the Ti/Cu limit cycle	The chain's correlation object is e_c = n·min(ε_c, 0) — the GB high-density form under the constraint E_c ≤ 0 (a theorem, not a choice). That functional is C0 but not C1: its potential v_c = θ(−ε_c)·[ε_c − λ₀/3] jumps by exactly **λ₀(ζ)/3** at the derived crossing r_s* = exp(−(e0a+e0b)/λ₀). On a one-orbital SIC density λ₀(1)/3 = 0.005182 Ha	889ee262-750c-4d4c-9acc-4e7add47b5be	LCP26	7	F24.1; F25.1; r_s*; λ₀/3; v_gbz	This is the derived cause that closed two long-standing faults; the closed form for the jump and the crossing cannot be reconstructed from the numbers alone.	HIGH
PO-0293	DEFINITION	Correlation curvature completion law	Their gap on that one function is the derived curvature (1/24)E_c'''(½), which the five points reproduce to 90–109%, and most of it is a closed-form law: (λ₀(1)/3)(ln 2 − ½)·N_e⁻ — the correlation twin of the s25 f^(4/3) exchange law, and the same λ₀/3 that closed item (1). Size: ~0.001 Ha on d rows, ~0 on Cs.	889ee262-750c-4d4c-9acc-4e7add47b5be	LCP26	13	E_c'''; λ₀(1)/3; f^(4/3)	A closed-form derived law stated only in prose; it links the correlation and exchange nonlinearities through the same constant.	HIGH
PO-0294	DEFINITION	F26.2 lift: fractional-occupation self-pair coefficient	**F26.2 lifted (derived, no constant).** The fault was that average-of-configuration HF gives a shell of Q electrons a self-pair factor (Q−1), which at Q = ½ is a *negative* self-pair (the −0.553 Sc value). The lift: the entrant is one spin-orbital at weight f alongside q_c integer core electrons; pairs are q_c(q_c−1)/2 + f·q_c, no self-pair; so c_eff = [q_c(q_c−1) + 2f q_c]/(q_c+f), reducing to Q−1 at f = 0, 1	889ee262-750c-4d4c-9acc-4e7add47b5be	LCP26	16	F26.2; c_eff; Janak	The formula that unblocked fractional-occupation exact exchange, with its integer-limit guarantee, appears only here.	HIGH
PO-0295	DEFINITION	n+l is two laws, not one	**n+ℓ is two laws.** Clause 1 — order by n+ℓ — is instantaneous and now derived on a parameter-free SR-HF field at K, Rb, Cs, Fr, with the competitor channel *empty*, which is the object the removal walk structurally could not see. Clause 2 — lower n first within equal n+ℓ — is not a statement about channel depth at all.	455266f8-d3b5-4960-acda-cbf81b38edd5	LCP37	19	FINDING-CHAN-AUFBAU; PE-3; PE-4; PL-3	The session's central structural result — why Lowdin's problem resisted — exists only as a sealed-session summary sentence.	HIGH
PO-0296	DEFINITION	Th defined as zero-crossing, not field defect	Th is defined rather than fixed: 0.016 Ha against 0.06–0.09 Ha margins where the rule holds.	455266f8-d3b5-4960-acda-cbf81b38edd5	LCP37	19	Th	Settles the status of the one row three sessions of mechanisms were chasing.	HIGH
PO-0297	DEFINITION	D = -1/(2n^2) + Delta; the l-dependence is penetration	> **D(n,ℓ) = −1/(2n²) + Δ(n,ℓ)** The hydrogenic reference is not fitted. At K: 4s −0.11649 · 4p −0.06238 · 3d −0.00251 · 4d −0.00157 · **4f 0.00000**... Since −1/2n² is identical for all ℓ at the same n, **the entire ℓ-dependence of the ordering lives in Δ, and Δ is penetration.**	917055bb-433e-4824-b419-735d7de42161	LCP38	5	PW-6; R 1255; delta.py; PD-4; PD-7	The decomposition that locates the ordering effect in penetration, with the f-collapse quantified as a jump in Delta (−0.00002 at Cs to −0.33575 at Ce).	HIGH
PO-0298	DEFINITION	The law has at least three parts, the third named	| **1. The ordering** | which channel the entrant takes |... | **2. The promotion** | where already-placed electrons sit | `d−1 s+1` × 8 |... | **3. The openings** | the order itself, at 2 of 19 | 5d before 4f; 6d before 5f | **never yet tested by the walk** |	b415561b-b6a4-49d4-861e-0a2fe5861c66	LCP43	11	PARTS-OF-THE-LAW.md; pack45	Structures the whole remaining Löwdin programme and states the two constraints on part 3 (derived not fitted; filed before Z=57 runs).	HIGH
PO-0299	DEFINITION	The prior-art joint: guessed potential versus computed field	Thyssen and Ceulemans state that although the DO results reproduce the Madelung rule correctly, the way they were obtained cannot be considered a solution of the Löwdin challenge, because the effective potential was guessed rather than justified... **Deliverable 1 must therefore carry a prior-art section that names B1–B10 and states the distinction explicitly.**	be1d4a5f-a873-4c8a-9ecc-679b2e070be8	LCP50	5	B1-B10; ATTRIBUTION-LEDGER-LOWDIN.md; Deliverable 1; DELIVERABLE-1-THE-ORDERING-CLAUSE.md	Names the exact joint on which every competing derivation was rejected and on which this work claims to differ — the distinction is invisible without it.	HIGH
PO-0300	DEFINITION	The induction that replaces the 2.8-hour chained re-walk	The walk is deterministic in its reference: config(Z) is config(Z−1) plus the entrant, and the entrant is a function of (Z, config(Z−1), c). **So if at every Z the chained reference yields the same entrant at c=10⁶ as at c=137.035999, then by induction the chained c=10⁶ walk reproduces the sealed chain row for row** ... NR-1 follows rigorously instead of by re-measurement.	10dc8f0a-9db9-43cd-b60c-cac8d320728e	LCP51	18	IN-1; NR-1; PREDICTION-INDUCTION.md; induct.py	Turns a 107-row re-walk into a 34-row job; without it the next session repeats 2.8 hours of compute.	HIGH
PO-0301	DEFINITION	CHAINED vs RESTART reference constructions, Rung 8	**CHAINED** — `cfg_from_chain(Z-1)`, built from the walk's own prior choices. **DERIVED, empirics-free.** This is the mode the solution is claimed in. ... **RESTART** — `G.expand(Z-1)`, the **observed, measured** configuration. **Classed INPUT.** Admissible only for controlled comparisons where the empirical reference appears identically on both sides and cancels. Inadmissible as evidence of derivation	66923814-6d60-4c65-bb07-844bc90f74ea	LCP58	3	CLAUSE-1-LADDER.md; Rung 8; cfg_from_chain; G.expand; F60.3	Defines which of two run modes may be cited as evidence of derivation — conflating them would invalidate the no-empirics claim silently.	HIGH
PO-0302	DEFINITION	α is the quantum defect decrement Δδ	**α is the quantum defect decrement.** Write the outer electron's energy in quantum-defect form, E(n,l) = −1/2(n−δ_l)². Then the cost of one unit of n is one unit of effective quantum number, and the cost of one unit of l is δ_l − δ_{l+1}. So **α = δ_l − δ_{l+1} = Δδ**	d71b556a-8d16-478f-b6c4-d34e7bd80d35	LCP61	41	α; Δδ; δ_l	Derives α rather than measuring it, and checks against potassium's literature defects (0.47 against measured 0.5214).	HIGH
PO-0303	DEFINITION	Delta-delta is the quantum-defect decrement; alpha = delta-delta	In quantum-defect form E(n,ℓ) = −1/2(n−δ_ℓ)², one unit of n is one unit of effective quantum number, and one unit of ℓ is δ_ℓ − δ_(ℓ+1). **Therefore α = Δδ.** That step is a derivation, and it checks against measured spectra (potassium Δδ(s→p) = 0.47 against our 0.5214 at Z=20).	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	3	FINDING-ALPHA-THE-WHY; pack64	Defines the project's central quantity and its empirical check; stated from the archive in one place only.	HIGH
PO-0304	DEFINITION	Alpha reduction: Delta-frac below the gate is the remaining unknown	**α = [floor(δ_ℓ) − floor(δ_(ℓ+1))] + [frac(δ_ℓ) − frac(δ_(ℓ+1))]** — the first bracket derived and integer, the second vanishing above the gate, and **Δfrac below the gate the entire remaining unknown.**	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	13	R 1254; R 1255; R 1256; R 1257	Localises the whole remaining Lowdin problem to one scalar function with a measured boundary.	HIGH
PO-0305	DEFINITION	Parity forbids configuration mixing at channel openings	The 2×2 object's off-diagonal element carries two 3j factors, and they force **ℓ_A + ℓ_B even**. … **Configuration mixing cannot displace the entrant at any channel-opening row, and cannot reach a tie-break row at all.** The ordering clause, the period lengths and the tie-break are immune to L3 by derivation from angular momentum.	e7924d2b-3d7e-4b39-adf7-f72473113fde	LCP68	3	C-b; CI-1; CI-3; CI-4; CI-5; L3	A derived immunity result — not a survey — that closes L3 for the ordering clause; Rung 2 reached it only by measurement.	HIGH
PO-0306	DEFINITION	TFD and SCF differ by a coordinate, not a mean	TFD and SCF are one functional in two kinetic‑energy languages; the translation between them is not a mean but a missing coordinate — shell occupancy N, which SCF carries linearly (Slater screening) and TFD lacks (it traces the empty‑shell collapse curve).	33b8eb6e-c6e8-4da6-b6f9-658fa727394e	LCP7	11	TFD; SCF; Slater 1930; N	It is the session's standing answer to the kernel question and the reason no averaging scheme will reconcile the two scores.	HIGH
PO-0307	DEFINITION	Derivation boundary: 107 rows, Z=2..108	**DERIVATION = 107 rows, Z=2..108, gate 83.** Output >108 is 12 predicted rows, no score, no denominator. Any claim of 119 is a boundary violation.	f6c82a04-35c5-401b-a480-91de409a462c	LCP70	1	pack51; Z=2..108; gate 83; Rg 111	The scored/unscored boundary that every claim about the walk must respect; it is enforced in the runtime as well as by ruling.	HIGH
PO-0308	DEFINITION	Madelung equivalence via g(l) = l + delta(l)	With σ = n+ℓ, the defect representation gives **ν = σ − g(ℓ), g(ℓ) := ℓ + δ**. Madelung is exactly equivalent to: g increasing in ℓ within a σ-class (the tie-break), and max g(σ+1) − min g(σ) < 1 (the n+ℓ ordering). One scalar function of ℓ, threshold the pure number 1, no units.	4319e691-ec5f-4685-8e8e-0a7bd51f91c3	LCP80	3	g(l); n+l rule; clause 1	The object clause 1 was adopted on; every later result including the anchor theorem is stated in these coordinates.	HIGH
PO-0309	DEFINITION	The anchor theorem for the quantum defect	**dg/dℓ = 2 − J, J = (L/π)·I** — and in `u = 1/r` the radicand is a **quadratic** whenever q is constant, so **I = π/L exactly, for any charge and any bound E.** Verified at **7.5e−12** over 60 cases. ... **The entire ℓ-dependence of the quantum defect ... lives in the region where q(r) is varying, and nowhere else.** That is the first property of F_core this project has derived.	eacbfe39-f620-4a65-b07a-3ad6c9bf90fe	LCP81	3	F_core; J < 2; semi84.py	The project's first derived (not measured) property of F_core, reducing clause 1 to one inequality over one region.	HIGH
PO-0310	DEFINITION	Muonic atoms lie outside the object the Challenge named	Where it *would* matter — and this is worth one sentence in T4's scope statement, nothing more — is as a boundary marker: the derivation governs electronic atoms with point nuclei. A muonic atom, or a nucleus whose size competes with the orbital scale, lies outside the object the Challenge named. Löwdin asked about the periodic table; muonic atoms are not in it.	26f6d6ca-dd5c-4d39-b6a0-e07e3bb1883c	LCP89	11	T4; Criterion 4	The assistant itself flags this as owed to T4's scope statement; it exists only in this answer.	MEDIUM
PO-0311	DEFINITION	Residue class named as Strang's variational crimes	"the class has an established name — **""variational crimes""** (Strang, 1972). Strang's lemmas bound solution and eigenvalue error by exactly a *consistency term* of the form a_h(u,v) − ⟨f,v⟩ when the discrete problem is not the Euler-Lagrange problem of the discrete functional. Our D-projection is a Strang consistency term"	9be7a2d2-0682-45e1-a3d1-7c2330883d43	LCP98	9	D; Strang 1972	Supplies the literature name for the whole residue class, completing T4's citation frame in one step.	HIGH
PO-0312	DEFINITION	D and its three exposures E1, E2, E3	Define **D = A_shoot − A_Efun** — the derived operator-content difference (row-side √M exchange weight + Vloc slots, the s100 G1 locus). Then: - **E1** static eigenvalue defect = ⟨P|D|P⟩ class — already closed (G1, 7e-7 term-match) - **E2** fractional-q non-stationarity = ⟨dP/dq|D|P⟩ — this is G5b - **E3** consumer offsets per V5 row = row-wise bounds of the same D — this is Item 3	9be7a2d2-0682-45e1-a3d1-7c2330883d43	LCP98	9	D; E1; E2; E3; G5b	The unification that lets one build close two order items; without it the three exposures look unrelated.	HIGH
PO-0313	DEFINITION	Derived per-shell Pulay law for part_c	part_c = q_c·[ dε_c/dq − 2w_cc⟨dP_c′|(Y⁰(c)/r)|P_c⟩ + 2⟨dP_c′|ownX_c|P_c⟩ − SLOTW_c + XSLOTW_c ] — the Pulay defect is the mismatch between the eigenvalue response and Efun's own-slot bookkeeping (ceff self-direct, own-exchange fold, entrant weights in each I_c). The √M term appears nowhere explicitly — it lives inside dε/dq, which is why the T1-only projection failed.	9be7a2d2-0682-45e1-a3d1-7c2330883d43	LCP98	17	part_c; F101.4	The closed-form result of the session and the derived reason the earlier attribution failed; the instrument that computed it does not survive its container.	HIGH
PO-0314	DEFINITION	Proposition 14.1 — the bracket can never beat interpolation	**Proposition 14.1.** For three consecutive cells at equal index spacing, bracket width is *d*₀+*d*₁ and two-point interpolation error is |*d*₀−*d*₁|/2, so *V* = 2(*d*₀+*d*₁)/|*d*₀−*d*₁|. Monotonicity makes both steps positive... hence **V > 2 always**... The bracket can never beat interpolation on width, for any observable, with any data. Its entire contribution is the guarantee.	d175ab4c-e19d-465e-acbc-447f0620a8cc	Lattice formalism for electronic occupancy sequencing	19	Proposition 14.1; V	An identity that reclassifies every empirical V in the paper as an instance of a bound rather than an independent measurement.	HIGH
PO-0315	DEFINITION	Editing rule disambiguating the T namespaces	**Editing rule that disambiguates cleanly:** dotted `T.` → compendium object; hyphen-plus-letter (`T8-J`) → board row branch; bare `T<n>` → board row *unless* it sits inside a session's own test list, where it's a test. When in doubt, the register entry number decides: below ~R 700 the bare form is usually a test; from R 1600 on it's always a board row.	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	15	T.; T8-J; R 700; R 1600	It is the operative editing rule for a five-way overloaded marker, though its register-number clause was later shown not to cover sense 5.	MEDIUM
PO-0316	DEFINITION	Five namespaces share the letter T; sense 5 is a source key	So the count is **five namespaces on one letter**, not four. The overload is worse than the other chat measured, and the fifth is the load-bearing one — it is a **source**, cited 37 times, that a reader cannot resolve.	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	16	T; sense 5	Editing the books without this disambiguation corrupts either board rows or 37 unresolvable citations.	HIGH
PO-0317	DEFINITION	T is one companion volume, not a shared key	**T is one document, not a key doing double duty.** The locators form a single contiguous apparatus: - **Appendices A1–A14, C1eq–C5eq, D1–D9, E0–E5** — one unbroken lettered scheme. ... **`T audit 27`** is the decisive one. An *audit number* is internal register apparatus. Published papers don't have audits; a companion volume does.	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	17	T; T audit 27; W.face	It settles the one-vs-many question and leaves only title identification open, which is the state a future session must inherit.	HIGH
PO-0318	DEFINITION	E.4.1's unprinted ok() constraint and Q's value orders	**The unprinted constraint** (E.4.1's bound, carried in the code as `ok()`): obstacle = buildable ⟹ cost ≤ days. Cells violating it are refused, not counted. Value orders: blocks nothing < novelty < one claim < a result; obstacle retrievable < buildable < nonexistent; cost hours < days < unbounded. ... that is where your E = 9 comes from.	d8f332aa-7147-4abb-b258-293c93cb0b52	Rebuild 2	18	E.4.1; R 256; R 465; V29	This constraint and its value orders existed only in code in two dead chats; without them Appendix E's E(Q)=0 cannot be reproduced and gives 9 instead.	HIGH
PO-0319	DEFINITION	He II convention recovered by test, not assumption	**Convention recovered by test, not assumption.** Eighteen combinations (3 limits × 2 Rydbergs × 3 fine-structure conventions); exactly one reproduces the book's two numbers: the derived limit 438,908.871, the **reduced-mass** Rydberg R_He, and the **J-centroid** of each pair. Series: 7.62, 5.09, 2.50, 1.41, 0.856, 0.446, 0.159 (×10⁻⁵) — monotone, endpoints to three figures.	0c039705-28b6-450b-b7f6-646e1da3ce25	Rebuild 8	15	§24.4; figure 24.1; register 1758; heii.py; 438,908.871	Fixes the convention behind the compendium's He II rows and explains why the printed rows disagreed (they used R∞).	HIGH
PO-0320	DEFINITION	Feasibility is a polyhedral cone; irredundancy is uniqueness	**The feasible set is a polyhedral cone.** That is why concavity came out sufficient-but-not-necessary in P1: the concave cone is a *subcone*, and 2,928 non-concave feasible vectors are simply the rest of the cone... A cone is named by its **irredundant facets**... Irredundancy *is* uniqueness.	be97e215-40a1-4f66-831f-cbe154c38458	The Lowdin Challenge 1.2	3	R 1520; P1; §8; R 1703	Converts 'the only solution to a global question' into a computable deliverable (the facet list) and explains P1's sufficient-not-necessary result.	HIGH
PO-0321	DEFINITION	Exact vector coupling inexpressible in the constraint language	Vector coupling is a congruence plus a triangle. The triangle's two inequalities are one sum and one difference — precisely the two forms Chapter 12 proved cannot appear in a closed index... exact angular-momentum coupling is not loose-at-these-caps; it is inexpressible in the constraint language, in principle. Every coupling coordinate, forever, enters at envelope precision.	401405ab-807f-415a-8181-230c5df278d4	The Method 1	15	Chapter 12; 2J_c; Λ₁₁	Turns the envelope looseness of every coupling axis from an observation into a theorem, and pre-answers axes 12 and 13 before any computation.	HIGH
PO-0322	DEFINITION	The fold identified as particle-hole conjugation	Chapter 11 never names a fold — the word is this session's coinage. But the book did contextualize the object, in Chapter 3: it is the reflection x ↦ max − x, the self-duality test Λ fails. Today's [22] makes that identification literal: the fold is particle-hole conjugation — terms(ℓᵏ) = terms(ℓ^(4ℓ+2−k)), identical for every k on both shells tested	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	18	Chapter 3; Chapter 11; §9.4	Names a term the corpus uses throughout and gives its one-line physical cause, which no chapter of the book states.	HIGH
PO-0323	DEFINITION	Audit 7 ATTRIBUTION and the completed audit taxonomy	**What it checks.** Every claim pointing outside the book resolves to a source the book lists, and every source listed is claimed by something inside it. ... the first two can make the book wrong, the next two unreadable as an argument, the next two unusable as an object — **and the seventh can make it dishonest, which is a worse failure and a quieter one.** ... **7 against what it owes**.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	118	B.2.17.7; entry 262; Racah 1942; Racah 1943; Dunz 1911	Defines a standing instrument, its five checks, and the reason the closed-under-self-reference audit set could never notice an unpaid debt.	HIGH
PO-0324	DEFINITION	Entry 279 — why the self-reference is not paradoxical	**The language has no negation.** ... Available: max, min, ≤. Absent: ¬, →, complement. **A paradox needs a negation to close its loop** ... **And ℛ is a genuine closure operator** ... **A closed index is what a liar sentence becomes when you take the negation away** — and E(X) measures distance from that fixed point rather than the truth of a self-denial.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	144	entry 279; §25.4.1; §25.4; Knaster; Tarski	Answers the standing question of why the book's recursion stabilises, and prices the safety against expressive power.	HIGH
PO-0325	DEFINITION	Entry 316 — the book as a three-body object	**The book is a three-body object.** It is simultaneously an object, a law and a procedure, and each is bounded by the other two ... **Treewidth 2. Not a tree.** ... **A work whose three parts form a triangle cannot close itself exactly** ... So: **E(this book) > 0 is a theorem about its shape, not a confession about its state.**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	227	entry 316; P19; §B.2.20.1; registers 219–222; register 232	Explains the two-parent decisions and why Q has never been empty; a claim the book had nowhere else.	HIGH
PO-0326	DEFINITION	Entry 327 — three provenances of the tower's bounds, including law-weakened	The law for K is 2K ≤ 2J_c + 2f — coupling the core to the target's *own* orbital momentum. That bound has **two parents**, which breaks the tree ... The book substitutes f_max, the cap — one parent, factorisation survives. **The law isn't abandoned, it's weakened**, and **39,375 of Λ₁₂'s 70,905 cells sit at an f below that cap**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	259	entry 327; A.15; register 230; Λ₁₂; f_max	Separates the three distinct ways the tower spends exactness, which the §7.11.3 dichotomy had merged into two.	HIGH
PO-0327	DEFINITION	Three-way partition identity of the ambient box	**E(X) = |ℛ(X)| − |X| = 0 says nothing about what is refused, and refusal is 85.9% of Λ's own box** — 5,936 cells of 6,912 that the structure declines … > **|∏ᵢ Aᵢ| = |X| + E(X) + refused** ··· 6,912 = 976 + 0 + 5,936 … The ambient box partitions into three — **the present, the admitted-and-absent, and the refused** — and the book had been printing one of them.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	287	E(X); entry 336; title page	Defines the refused count as a first-class term beside E(X) and gives the exact arithmetic; without it E = 0 is read as saying more than it does.	HIGH
PO-0328	DEFINITION	Identities hold under cap variation; values move	> **The book states identities and values in the same voice, and a reader cannot tell them apart from the sentence.** … **An identity follows from the constraints; a value is read off an object built at particular caps.** … six of six identities hold under cap variation; nine of nine values move … cells 976 → 35,789, generators 17 → 35, **fill 14.12% → 6.72% → 6.45% → 7.73%** — not even monotone	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	402	§30.4.2; §12.11.3.1; entry 394	Explains why three recomputations each became a finding and supplies the test — vary the input — that separates the two kinds of statement.	HIGH
